Input_angles1, Input_angles2, Calc_angles1,Calc_angles2, Voltage1,Voltage2,Voltage3,Voltage4,Calc_angles
0,0,0,0,0,0,0,0,                                                                                                                                 29,-30,55.00,55.00,49.00,46.00,7.77,-1.65,

15,-9,52.00,50.00,52.00,52.00,-1.10,1.10,

16,-9,52.00,52.00,51.00,51.00,1.10,0.00,

17,-9,52.00,52.00,51.00,51.00,1.10,0.00,

18,-9,51.00,51.00,51.00,51.00,0.00,0.00,

19,-9,54.00,52.00,51.00,52.00,1.62,1.62,

20,-9,56.00,52.00,52.00,52.00,2.12,2.12,

21,-9,52.00,52.00,51.00,52.00,0.55,0.55,

22,-9,52.00,52.00,51.00,52.00,0.55,0.55,

23,-9,53.00,52.00,52.00,52.00,0.55,0.55,

24,-9,50.00,51.00,49.00,53.00,-0.56,1.67,

25,-9,52.00,52.00,51.00,51.00,1.10,0.00,

26,-9,52.00,51.00,51.00,51.00,0.56,0.56,

27,-9,51.00,51.00,51.00,51.00,0.00,0.00,

28,-9,54.00,53.00,51.00,52.00,2.14,1.08,

29,-9,53.00,50.00,52.00,53.00,-1.09,2.16,

29,-8,52.00,53.00,51.00,52.00,1.09,0.00,

28,-8,52.00,52.00,51.00,51.00,1.10,0.00,

27,-8,53.00,52.00,52.00,52.00,0.55,0.55,

26,-8,54.00,53.00,52.00,52.00,1.61,0.54,

25,-8,47.00,52.00,51.00,51.00,-1.68,-2.78,

24,-8,52.00,52.00,51.00,52.00,0.55,0.55,

23,-8,51.00,52.00,51.00,50.00,1.11,-1.11,

22,-8,59.00,52.00,50.00,51.00,5.15,4.16,

21,-8,42.00,53.00,52.00,52.00,-4.95,-5.98,

20,-8,52.00,52.00,51.00,51.00,1.10,0.00,

19,-8,52.00,51.00,51.00,52.00,0.00,1.10,

18,-8,53.00,53.00,52.00,52.00,1.08,0.00,

17,-8,44.00,53.00,52.00,51.00,-3.33,-5.44,

16,-8,55.00,51.00,52.00,52.00,1.08,2.14,

15,-8,55.00,52.00,51.00,51.00,2.68,1.62,

14,-8,50.00,52.00,50.00,51.00,0.56,-0.56,

13,-8,52.00,52.00,51.00,51.00,1.10,0.00,

12,-8,42.00,50.00,50.00,53.00,-6.10,-2.86,

11,-8,52.00,52.00,51.00,51.00,1.10,0.00,

10,-8,51.00,52.00,51.00,52.00,0.00,0.00,

9,-8,54.00,52.00,52.00,52.00,1.08,1.08,

8,-8,53.00,51.00,51.00,51.00,1.10,1.10,

7,-8,44.00,50.00,50.00,50.00,-3.43,-3.43,

6,-8,52.00,52.00,51.00,51.00,1.10,0.00,

5,-8,51.00,52.00,51.00,51.00,0.56,-0.56,

4,-8,49.00,51.00,51.00,51.00,-1.12,-1.12,

3,-8,55.00,51.00,52.00,51.00,1.62,1.62,

2,-8,52.00,52.00,51.00,52.00,0.55,0.55,

1,-8,52.00,52.00,51.00,51.00,1.10,0.00,

0,-8,53.00,52.00,52.00,52.00,0.55,0.55,

-1,-8,53.00,52.00,51.00,53.00,0.55,1.62,

-2,-8,56.00,51.00,54.00,52.00,0.54,1.59,

-3,-8,52.00,51.00,51.00,51.00,0.56,0.56,

-4,-8,52.00,51.00,51.00,51.00,0.56,0.56,

-5,-8,52.00,51.00,50.00,51.00,1.11,1.11,

-6,-8,54.00,53.00,53.00,52.00,1.07,0.00,

-7,-8,51.00,52.00,51.00,52.00,0.00,0.00,

-8,-8,52.00,52.00,51.00,51.00,1.10,0.00,

-9,-8,52.00,52.00,51.00,51.00,1.10,0.00,

-10,-8,52.00,53.00,51.00,52.00,1.09,0.00,

-11,-8,45.00,52.00,50.00,53.00,-3.33,-2.25,

-12,-8,52.00,51.00,51.00,51.00,0.56,0.56,

-13,-8,52.00,51.00,51.00,51.00,0.56,0.56,

-14,-8,56.00,51.00,50.00,51.00,3.21,3.21,

-15,-8,47.00,51.00,51.00,51.00,-2.25,-2.25,

-16,-8,49.00,53.00,51.00,52.00,-0.56,-1.65,

-17,-8,51.00,52.00,51.00,51.00,0.56,-0.56,

-18,-8,52.00,52.00,51.00,52.00,0.55,0.55,

-19,-8,52.00,52.00,54.00,52.00,-1.08,-1.08,

-20,-8,53.00,53.00,50.00,52.00,2.16,1.09,

-21,-8,52.00,52.00,51.00,51.00,1.10,0.00,

-22,-8,52.00,52.00,51.00,51.00,1.10,0.00,

-23,-8,51.00,51.00,50.00,51.00,0.56,0.56,

-24,-8,53.00,51.00,51.00,51.00,1.10,1.10,

-25,-8,48.00,53.00,52.00,52.00,-1.65,-2.73,

-26,-8,52.00,52.00,51.00,51.00,1.10,0.00,

-27,-8,52.00,52.00,51.00,51.00,1.10,0.00,

-28,-8,52.00,52.00,51.00,52.00,0.55,0.55,

-29,-8,46.00,52.00,50.00,52.00,-2.25,-2.25,

-30,-8,49.00,51.00,51.00,52.00,-1.67,-0.56,

-30,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-29,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-28,-7,51.00,51.00,51.00,51.00,0.00,0.00,

-27,-7,52.00,51.00,51.00,50.00,1.11,0.00,

-26,-7,52.00,52.00,51.00,52.00,0.55,0.55,

-25,-7,52.00,52.00,51.00,52.00,0.55,0.55,

-24,-7,52.00,52.00,51.00,52.00,0.55,0.55,

-23,-7,52.00,52.00,51.00,52.00,0.55,0.55,

-22,-7,47.00,53.00,52.00,51.00,-1.67,-3.81,

-21,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-20,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-19,-7,51.00,52.00,50.00,51.00,1.11,0.00,

-18,-7,53.00,52.00,52.00,50.00,1.64,-0.55,

-17,-7,51.00,51.00,52.00,51.00,-0.56,-0.56,

-16,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-15,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-14,-7,52.00,52.00,51.00,52.00,0.55,0.55,

-13,-7,55.00,51.00,52.00,52.00,1.08,2.14,

-12,-7,50.00,52.00,51.00,51.00,0.00,-1.11,

-11,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-10,-7,51.00,51.00,50.00,51.00,0.56,0.56,

-9,-7,51.00,51.00,51.00,51.00,0.00,0.00,

-8,-7,51.00,51.00,51.00,52.00,-0.56,0.56,

-7,-7,51.00,52.00,51.00,51.00,0.56,-0.56,

-6,-7,52.00,52.00,51.00,51.00,1.10,0.00,

-5,-7,60.00,52.00,51.00,52.00,4.59,4.59,

-4,-7,52.00,51.00,50.00,52.00,0.56,1.65,

-3,-7,49.00,51.00,50.00,52.00,-1.12,0.00,

-2,-7,52.00,52.00,51.00,52.00,0.55,0.55,

-1,-7,52.00,51.00,51.00,52.00,0.00,1.10,

0,-7,52.00,51.00,51.00,51.00,0.56,0.56,

1,-7,52.00,52.00,49.00,51.00,2.20,1.11,

2,-7,53.00,52.00,51.00,52.00,1.09,1.09,

3,-7,52.00,52.00,51.00,51.00,1.10,0.00,

4,-7,53.00,52.00,51.00,52.00,1.09,1.09,

5,-7,51.00,52.00,51.00,52.00,0.00,0.00,

6,-7,53.00,52.00,52.00,51.00,1.09,0.00,

7,-7,53.00,52.00,51.00,51.00,1.64,0.55,

8,-7,52.00,52.00,51.00,52.00,0.55,0.55,

9,-7,51.00,51.00,51.00,51.00,0.00,0.00,

10,-7,53.00,52.00,51.00,52.00,1.09,1.09,

11,-7,50.00,50.00,51.00,51.00,-1.12,0.00,

12,-7,52.00,52.00,51.00,52.00,0.55,0.55,

13,-7,52.00,52.00,51.00,51.00,1.10,0.00,

14,-7,52.00,52.00,51.00,52.00,0.55,0.55,

15,-7,46.00,52.00,52.00,52.00,-3.30,-3.30,

16,-7,95.00,52.00,51.00,52.00,16.66,16.66,

17,-7,52.00,52.00,51.00,51.00,1.10,0.00,

18,-7,51.00,51.00,50.00,51.00,0.56,0.56,

19,-7,49.00,51.00,51.00,51.00,-1.12,-1.12,

20,-7,52.00,50.00,51.00,53.00,-1.10,2.18,

21,-7,32.00,52.00,51.00,52.00,-10.45,-10.45,

22,-7,52.00,52.00,51.00,52.00,0.55,0.55,

23,-7,52.00,52.00,51.00,52.00,0.55,0.55,

24,-7,53.00,52.00,51.00,50.00,2.18,0.00,

25,-7,52.00,52.00,51.00,51.00,1.10,0.00,

26,-7,52.00,52.00,51.00,51.00,1.10,0.00,

27,-7,50.00,51.00,51.00,51.00,-0.56,-0.56,

28,-7,54.00,52.00,51.00,52.00,1.62,1.62,

29,-7,55.00,52.00,53.00,53.00,0.54,1.59,

29,-6,56.00,52.00,51.00,51.00,3.18,2.14,

28,-6,52.00,52.00,51.00,51.00,1.10,0.00,

27,-6,52.00,52.00,52.00,52.00,0.00,0.00,

26,-6,53.00,53.00,52.00,52.00,1.08,0.00,

25,-6,48.00,52.00,50.00,51.00,-0.57,-1.68,

24,-6,52.00,52.00,51.00,51.00,1.10,0.00,

23,-6,52.00,52.00,51.00,51.00,1.10,0.00,

22,-6,51.00,52.00,51.00,51.00,0.56,-0.56,

21,-6,51.00,52.00,51.00,52.00,0.00,0.00,

20,-6,55.00,52.00,51.00,51.00,2.68,1.62,

19,-6,52.00,52.00,51.00,52.00,0.55,0.55,

18,-6,52.00,52.00,51.00,52.00,0.55,0.55,

17,-6,52.00,53.00,50.00,50.00,2.73,-0.56,

16,-6,52.00,52.00,51.00,52.00,0.55,0.55,

15,-6,52.00,52.00,51.00,52.00,0.55,0.55,

14,-6,52.00,51.00,51.00,51.00,0.56,0.56,

13,-6,53.00,51.00,50.00,51.00,1.65,1.65,

12,-6,50.00,51.00,52.00,51.00,-1.11,-1.11,

11,-6,52.00,52.00,51.00,52.00,0.55,0.55,

10,-6,52.00,52.00,51.00,52.00,0.55,0.55,

9,-6,52.00,53.00,51.00,52.00,1.09,0.00,

8,-6,55.00,52.00,53.00,51.00,1.61,0.54,

7,-6,53.00,51.00,50.00,51.00,1.65,1.65,

6,-6,48.00,52.00,51.00,51.00,-1.12,-2.22,

5,-6,51.00,51.00,50.00,51.00,0.56,0.56,

4,-6,52.00,50.00,50.00,51.00,0.56,1.67,

3,-6,50.00,51.00,51.00,53.00,-1.65,0.56,

2,-6,52.00,52.00,51.00,51.00,1.10,0.00,

1,-6,51.00,52.00,51.00,52.00,0.00,0.00,

0,-6,52.00,52.00,52.00,52.00,0.00,0.00,

-1,-6,50.00,51.00,50.00,52.00,-0.56,0.56,

-2,-6,47.00,51.00,52.00,53.00,-3.81,-1.67,

-3,-6,52.00,52.00,51.00,51.00,1.10,0.00,

-4,-6,52.00,52.00,51.00,52.00,0.55,0.55,

-5,-6,52.00,51.00,51.00,51.00,0.56,0.56,

-6,-6,56.00,53.00,50.00,51.00,4.20,2.14,

-7,-6,52.00,52.00,52.00,52.00,0.00,0.00,

-8,-6,52.00,52.00,51.00,52.00,0.55,0.55,

-9,-6,52.00,52.00,52.00,52.00,0.00,0.00,

-10,-6,52.00,53.00,51.00,52.00,1.09,0.00,

-11,-6,54.00,52.00,52.00,50.00,2.16,0.00,

-12,-6,51.00,51.00,51.00,51.00,0.00,0.00,

-13,-6,52.00,52.00,51.00,52.00,0.55,0.55,

-14,-6,51.00,51.00,50.00,51.00,0.56,0.56,

-15,-6,52.00,52.00,49.00,50.00,2.75,0.56,

-16,-6,47.00,51.00,50.00,51.00,-1.70,-1.70,

-17,-6,55.00,51.00,51.00,51.00,2.16,2.16,

-18,-6,52.00,52.00,51.00,51.00,1.10,0.00,

-19,-6,53.00,52.00,51.00,52.00,1.09,1.09,

-20,-6,55.00,51.00,52.00,51.00,1.62,1.62,

-21,-6,52.00,51.00,51.00,51.00,0.56,0.56,

-22,-6,51.00,51.00,51.00,51.00,0.00,0.00,

-23,-6,51.00,52.00,50.00,51.00,1.11,0.00,

-24,-6,49.00,51.00,51.00,51.00,-1.12,-1.12,

-25,-6,55.00,51.00,52.00,51.00,1.62,1.62,

-26,-6,52.00,52.00,51.00,52.00,0.55,0.55,

-27,-6,52.00,52.00,51.00,51.00,1.10,0.00,

-28,-6,61.00,52.00,51.00,52.00,5.06,5.06,

-29,-6,54.00,53.00,51.00,52.00,2.14,1.08,

-30,-6,54.00,52.00,49.00,51.00,3.24,2.18,

-30,-5,52.00,51.00,51.00,51.00,0.56,0.56,

-29,-5,52.00,52.00,51.00,51.00,1.10,0.00,

-28,-5,50.00,51.00,50.00,50.00,0.57,-0.57,

-27,-5,55.00,51.00,51.00,49.00,3.24,1.10,

-26,-5,51.00,51.00,51.00,51.00,0.00,0.00,

-25,-5,52.00,51.00,51.00,51.00,0.56,0.56,

-24,-5,52.00,52.00,51.00,52.00,0.55,0.55,

-23,-5,52.00,53.00,50.00,50.00,2.73,-0.56,

-22,-5,42.00,53.00,52.00,52.00,-4.95,-5.98,

-21,-5,52.00,52.00,51.00,51.00,1.10,0.00,

-20,-5,52.00,51.00,51.00,51.00,0.56,0.56,

-19,-5,51.00,51.00,51.00,51.00,0.00,0.00,

-18,-5,52.00,51.00,52.00,50.00,0.56,-0.56,

-17,-5,55.00,52.00,51.00,52.00,2.14,2.14,

-16,-5,51.00,52.00,51.00,51.00,0.56,-0.56,

-15,-5,52.00,52.00,71.00,51.00,-8.39,-9.24,

-14,-5,52.00,52.00,51.00,52.00,0.55,0.55,

-13,-5,50.00,52.00,51.00,51.00,0.00,-1.11,

-12,-5,53.00,52.00,51.00,51.00,1.64,0.55,

-11,-5,52.00,51.00,51.00,51.00,0.56,0.56,

-10,-5,51.00,51.00,50.00,51.00,0.56,0.56,

-9,-5,41.00,49.00,49.00,51.00,-5.71,-3.50,

-8,-5,51.00,52.00,50.00,52.00,0.56,0.56,

-7,-5,52.00,52.00,51.00,51.00,1.10,0.00,

-6,-5,53.00,52.00,52.00,52.00,0.55,0.55,

-5,-5,53.00,53.00,52.00,52.00,1.08,0.00,

-4,-5,56.00,51.00,52.00,53.00,1.07,3.15,

-3,-5,51.00,52.00,51.00,51.00,0.56,-0.56,

-2,-5,52.00,52.00,51.00,51.00,1.10,0.00,

-1,-5,51.00,51.00,51.00,51.00,0.00,0.00,

0,-5,48.00,51.00,51.00,51.00,-1.68,-1.68,

1,-5,55.00,53.00,52.00,51.00,2.65,0.54,

2,-5,52.00,52.00,51.00,51.00,1.10,0.00,

3,-5,52.00,52.00,51.00,51.00,1.10,0.00,

4,-5,54.00,52.00,52.00,52.00,1.08,1.08,

5,-5,51.00,50.00,52.00,52.00,-1.65,0.56,

6,-5,53.00,52.00,52.00,52.00,0.55,0.55,

7,-5,51.00,52.00,51.00,52.00,0.00,0.00,

8,-5,52.00,52.00,51.00,52.00,0.55,0.55,

9,-5,52.00,52.00,51.00,51.00,1.10,0.00,

10,-5,43.00,52.00,52.00,52.00,-4.95,-4.95,

11,-5,52.00,52.00,52.00,51.00,0.55,-0.55,

12,-5,52.00,52.00,51.00,52.00,0.55,0.55,

13,-5,53.00,52.00,52.00,52.00,0.55,0.55,

14,-5,55.00,53.00,49.00,53.00,3.18,3.18,

15,-5,43.00,50.00,53.00,51.00,-6.04,-4.99,

16,-5,52.00,52.00,51.00,52.00,0.55,0.55,

17,-5,52.00,52.00,51.00,51.00,1.10,0.00,

18,-5,51.00,52.00,50.00,52.00,0.56,0.56,

19,-5,52.00,52.00,51.00,52.00,0.55,0.55,

20,-5,52.00,52.00,51.00,52.00,0.55,0.55,

21,-5,52.00,61.00,52.00,52.00,4.55,-4.55,

22,-5,52.00,53.00,52.00,52.00,0.55,-0.55,

23,-5,51.00,52.00,53.00,53.00,-1.62,-0.55,

24,-5,48.00,53.00,51.00,52.00,-1.11,-2.20,

25,-5,52.00,52.00,51.00,52.00,0.55,0.55,

26,-5,52.00,52.00,51.00,51.00,1.10,0.00,

27,-5,52.00,52.00,52.00,51.00,0.55,-0.55,

28,-5,55.00,51.00,49.00,52.00,2.70,3.74,

29,-5,52.00,52.00,51.00,52.00,0.55,0.55,

29,-4,57.00,55.00,51.00,52.00,4.59,1.58,

28,-4,54.00,52.00,52.00,52.00,1.08,1.08,

27,-4,48.00,51.00,53.00,53.00,-3.78,-1.65,

26,-4,51.00,52.00,51.00,52.00,0.00,0.00,

25,-4,52.00,52.00,52.00,52.00,0.00,0.00,

24,-4,53.00,52.00,51.00,51.00,1.64,0.55,

23,-4,49.00,52.00,52.00,51.00,-1.11,-2.20,

22,-4,52.00,54.00,49.00,51.00,3.24,0.00,

21,-4,53.00,52.00,51.00,52.00,1.09,1.09,

20,-4,53.00,52.00,52.00,52.00,0.55,0.55,

19,-4,54.00,52.00,52.00,52.00,1.08,1.08,

18,-4,51.00,53.00,52.00,53.00,-0.55,-0.55,

17,-4,52.00,52.00,52.00,52.00,0.00,0.00,

16,-4,52.00,52.00,51.00,52.00,0.55,0.55,

15,-4,52.00,51.00,50.00,51.00,1.11,1.11,

14,-4,48.00,52.00,52.00,50.00,-1.12,-3.30,

13,-4,53.00,53.00,52.00,51.00,1.62,-0.55,

12,-4,53.00,52.00,52.00,52.00,0.55,0.55,

11,-4,53.00,52.00,52.00,53.00,0.00,1.08,

10,-4,52.00,52.00,51.00,52.00,0.55,0.55,

9,-4,55.00,51.00,53.00,50.00,1.62,0.55,

8,-4,52.00,52.00,51.00,52.00,0.55,0.55,

7,-4,52.00,52.00,51.00,52.00,0.55,0.55,

6,-4,51.00,51.00,48.00,52.00,1.12,2.22,

5,-4,52.00,59.00,48.00,53.00,5.15,-1.07,

4,-4,53.00,53.00,51.00,52.00,1.62,0.55,

3,-4,52.00,52.00,52.00,52.00,0.00,0.00,

2,-4,53.00,52.00,52.00,53.00,0.00,1.08,

1,-4,55.00,52.00,53.00,53.00,0.54,1.59,

0,-4,54.00,53.00,52.00,52.00,1.61,0.54,

-1,-4,52.00,52.00,52.00,52.00,0.00,0.00,

-2,-4,52.00,52.00,51.00,51.00,1.10,0.00,

-3,-4,51.00,52.00,51.00,51.00,0.56,-0.56,

-4,-4,56.00,52.00,53.00,53.00,1.06,2.10,

-5,-4,52.00,52.00,51.00,52.00,0.55,0.55,

-6,-4,53.00,52.00,52.00,52.00,0.55,0.55,

-7,-4,53.00,52.00,52.00,53.00,0.00,1.08,

-8,-4,54.00,53.00,53.00,52.00,1.07,0.00,

-9,-4,49.00,52.00,51.00,52.00,-1.11,-1.11,

-10,-4,52.00,52.00,51.00,52.00,0.55,0.55,

-11,-4,52.00,52.00,50.00,51.00,1.65,0.56,

-12,-4,51.00,53.00,49.00,52.00,1.65,0.56,

-13,-4,54.00,52.00,49.00,50.00,3.78,1.65,

-14,-4,52.00,52.00,51.00,52.00,0.55,0.55,

-15,-4,52.00,53.00,51.00,63.00,-4.51,5.46,

-16,-4,53.00,53.00,51.00,52.00,1.62,0.55,

-17,-4,52.00,51.00,49.00,52.00,1.11,2.20,

-18,-4,52.00,52.00,51.00,52.00,0.55,0.55,

-19,-4,52.00,52.00,51.00,52.00,0.55,0.55,

-20,-4,50.00,51.00,51.00,52.00,-1.11,0.00,

-21,-4,54.00,51.00,49.00,50.00,3.27,2.20,

-22,-4,53.00,53.00,52.00,52.00,1.08,0.00,

-23,-4,53.00,52.00,51.00,52.00,1.09,1.09,

-24,-4,52.00,52.00,52.00,52.00,0.00,0.00,

-25,-4,53.00,52.00,50.00,52.00,1.64,1.64,

-26,-4,52.00,52.00,52.00,52.00,0.00,0.00,

-27,-4,53.00,52.00,51.00,51.00,1.64,0.55,

-28,-4,53.00,52.00,51.00,52.00,1.09,1.09,

-29,-4,50.00,52.00,51.00,52.00,-0.56,-0.56,

-30,-4,51.00,53.00,51.00,51.00,1.10,-1.10,

-30,-3,54.00,53.00,51.00,52.00,2.14,1.08,

-29,-3,52.00,52.00,52.00,52.00,0.00,0.00,

-28,-3,54.00,52.00,52.00,52.00,1.08,1.08,

-27,-3,52.00,53.00,51.00,53.00,0.55,0.55,

-26,-3,54.00,51.00,53.00,50.00,1.09,0.00,

-25,-3,52.00,52.00,51.00,52.00,0.55,0.55,

-24,-3,52.00,52.00,51.00,51.00,1.10,0.00,

-23,-3,50.00,52.00,51.00,51.00,0.00,-1.11,

-22,-3,54.00,53.00,51.00,50.00,3.21,0.00,

-21,-3,52.00,53.00,49.00,51.00,2.73,0.56,

-20,-3,52.00,52.00,51.00,52.00,0.55,0.55,

-19,-3,53.00,52.00,52.00,52.00,0.55,0.55,

-18,-3,53.00,53.00,51.00,52.00,1.62,0.55,

-17,-3,54.00,54.00,55.00,51.00,1.06,-2.10,

-16,-3,52.00,52.00,52.00,52.00,0.00,0.00,

-15,-3,53.00,52.00,51.00,52.00,1.09,1.09,

-14,-3,52.00,51.00,51.00,51.00,0.56,0.56,

-13,-3,47.00,52.00,51.00,53.00,-2.75,-1.67,

-12,-3,54.00,53.00,52.00,52.00,1.61,0.54,

-11,-3,52.00,52.00,52.00,52.00,0.00,0.00,

-10,-3,53.00,52.00,52.00,53.00,0.00,1.08,

-9,-3,53.00,53.00,52.00,53.00,0.54,0.54,

-8,-3,54.00,54.00,51.00,50.00,3.71,-0.55,

-7,-3,52.00,52.00,51.00,52.00,0.55,0.55,

-6,-3,52.00,52.00,51.00,52.00,0.55,0.55,

-5,-3,50.00,52.00,51.00,51.00,0.00,-1.11,

-4,-3,55.00,53.00,51.00,51.00,3.18,1.08,

-3,-3,46.00,52.00,52.00,52.00,-3.30,-3.30,

-2,-3,53.00,53.00,51.00,51.00,2.16,0.00,

-1,-3,52.00,53.00,52.00,52.00,0.55,-0.55,

0,-3,54.00,52.00,52.00,52.00,1.08,1.08,

1,-3,54.00,50.00,51.00,52.00,0.55,2.70,

2,-3,52.00,53.00,52.00,52.00,0.55,-0.55,

3,-3,52.00,52.00,51.00,52.00,0.55,0.55,

4,-3,52.00,52.00,51.00,52.00,0.55,0.55,

5,-3,55.00,52.00,51.00,52.00,2.14,2.14,

6,-3,56.00,51.00,51.00,51.00,2.68,2.68,

7,-3,52.00,52.00,52.00,52.00,0.00,0.00,

8,-3,53.00,52.00,52.00,52.00,0.55,0.55,

9,-3,53.00,53.00,52.00,52.00,1.08,0.00,

10,-3,54.00,50.00,50.00,52.00,1.10,3.24,

11,-3,51.00,52.00,51.00,52.00,0.00,0.00,

12,-3,52.00,52.00,51.00,52.00,0.55,0.55,

13,-3,51.00,51.00,51.00,51.00,0.00,0.00,

14,-3,51.00,51.00,52.00,52.00,-1.10,0.00,

15,-3,42.00,53.00,53.00,51.00,-4.95,-6.99,

16,-3,52.00,53.00,52.00,52.00,0.55,-0.55,

17,-3,52.00,52.00,51.00,52.00,0.55,0.55,

18,-3,54.00,53.00,52.00,52.00,1.61,0.54,

19,-3,47.00,51.00,52.00,52.00,-3.30,-2.22,

20,-3,55.00,52.00,53.00,53.00,0.54,1.59,

21,-3,52.00,52.00,51.00,52.00,0.55,0.55,

22,-3,53.00,52.00,51.00,52.00,1.09,1.09,

23,-3,50.00,52.00,51.00,51.00,0.00,-1.11,

24,-3,51.00,52.00,52.00,53.00,-1.09,0.00,

25,-3,52.00,52.00,51.00,52.00,0.55,0.55,

26,-3,52.00,52.00,51.00,52.00,0.55,0.55,

27,-3,53.00,52.00,52.00,52.00,0.55,0.55,

28,-3,51.00,53.00,52.00,52.00,0.00,-1.09,

29,-3,49.00,51.00,51.00,51.00,-1.12,-1.12,

29,-2,58.00,58.00,51.00,52.00,6.39,0.52,

28,-2,52.00,52.00,51.00,52.00,0.55,0.55,

27,-2,52.00,52.00,51.00,51.00,1.10,0.00,

26,-2,51.00,53.00,50.00,50.00,2.20,-1.11,

25,-2,55.00,51.00,49.00,50.00,3.78,2.73,

24,-2,53.00,52.00,51.00,52.00,1.09,1.09,

23,-2,52.00,52.00,51.00,52.00,0.55,0.55,

22,-2,53.00,52.00,52.00,52.00,0.55,0.55,

21,-2,46.00,52.00,49.00,51.00,-1.15,-2.27,

20,-2,53.00,52.00,51.00,52.00,1.09,1.09,

19,-2,53.00,52.00,51.00,52.00,1.09,1.09,

18,-2,51.00,51.00,51.00,51.00,0.00,0.00,

17,-2,53.00,52.00,50.00,51.00,2.18,1.10,

16,-2,54.00,53.00,50.00,52.00,2.68,1.62,

15,-2,53.00,53.00,51.00,52.00,1.62,0.55,

14,-2,52.00,52.00,52.00,52.00,0.00,0.00,

13,-2,53.00,53.00,52.00,52.00,1.08,0.00,

12,-2,47.00,51.00,50.00,53.00,-2.78,-0.57,

11,-2,44.00,53.00,52.00,53.00,-4.36,-4.36,

10,-2,52.00,52.00,51.00,52.00,0.55,0.55,

9,-2,52.00,52.00,51.00,52.00,0.55,0.55,

8,-2,51.00,52.00,50.00,52.00,0.56,0.56,

7,-2,55.00,51.00,49.00,53.00,2.16,4.24,

6,-2,53.00,52.00,52.00,52.00,0.55,0.55,

5,-2,53.00,52.00,51.00,52.00,1.09,1.09,

4,-2,53.00,53.00,52.00,52.00,1.08,0.00,

3,-2,54.00,53.00,52.00,52.00,1.61,0.54,

2,-2,56.00,51.00,49.00,53.00,2.68,4.72,

1,-2,52.00,52.00,51.00,51.00,1.10,0.00,

0,-2,57.00,52.00,51.00,52.00,3.15,3.15,

-1,-2,51.00,51.00,51.00,51.00,0.00,0.00,

-2,-2,43.00,51.00,51.00,53.00,-5.49,-3.37,

-3,-2,53.00,53.00,52.00,53.00,0.54,0.54,

-4,-2,52.00,52.00,51.00,51.00,1.10,0.00,

-5,-2,52.00,52.00,51.00,51.00,1.10,0.00,

-6,-2,53.00,52.00,52.00,52.00,0.55,0.55,

-7,-2,53.00,53.00,53.00,53.00,0.00,0.00,

-8,-2,53.00,52.00,51.00,51.00,1.64,0.55,

-9,-2,52.00,52.00,51.00,51.00,1.10,0.00,

-10,-2,51.00,51.00,51.00,51.00,0.00,0.00,

-11,-2,51.00,51.00,51.00,51.00,0.00,0.00,

-12,-2,53.00,53.00,51.00,52.00,1.62,0.55,

-13,-2,51.00,52.00,51.00,52.00,0.00,0.00,

-14,-2,52.00,52.00,51.00,51.00,1.10,0.00,

-15,-2,52.00,52.00,51.00,52.00,0.55,0.55,

-16,-2,49.00,52.00,51.00,51.00,-0.56,-1.67,

-17,-2,48.00,53.00,52.00,53.00,-2.18,-2.18,

-18,-2,51.00,52.00,51.00,51.00,0.56,-0.56,

-19,-2,79.00,51.00,51.00,51.00,12.15,12.15,

-20,-2,51.00,51.00,51.00,51.00,0.00,0.00,

-21,-2,41.00,53.00,53.00,52.00,-5.98,-6.99,

-22,-2,51.00,52.00,51.00,52.00,0.00,0.00,

-23,-2,52.00,52.00,51.00,52.00,0.55,0.55,

-24,-2,53.00,52.00,52.00,52.00,0.55,0.55,

-25,-2,54.00,52.00,53.00,51.00,1.08,0.00,

-26,-2,56.00,52.00,52.00,52.00,2.12,2.12,

-27,-2,52.00,51.00,51.00,51.00,0.56,0.56,

-28,-2,52.00,52.00,51.00,51.00,1.10,0.00,

-29,-2,51.00,51.00,50.00,51.00,0.56,0.56,

-30,-2,54.00,52.00,49.00,51.00,3.24,2.18,

-30,-1,54.00,59.00,49.00,52.00,6.06,-1.06,

